BARCODE	INDEs	DATE	S.TIME	E.TIME	CYCLE	JOB	RESULT	USER	LOTINFO	MACHINE	SIDE
 	 5074	2020-11-27	10:19:59	10:20:15	   16	5000-001432	GuD	SV	 	KOHYOUNG	T
Component ID	PadID	Height(um)	Volume(%)	 Area(%)	OffsetX(mm)	OffsetY(mm)	     Job	    Spec	Array	PinNumber	  Result	 Barcode	
      1:Q1	  192	 144.230	 121.756	 107.211	  -0.017	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  193	 160.787	 133.385	 105.356	   0.003	  -0.015	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  194	 161.528	 134.204	 105.517	  -0.002	  -0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  195	 140.652	 115.462	 104.256	  -0.006	  -0.019	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  196	 142.379	 115.485	 103.011	   0.005	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  197	 137.200	 110.576	 102.355	   0.002	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  198	 144.964	 117.472	 102.915	   0.007	   0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  199	 143.214	 115.579	 102.494	   0.001	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  200	 139.412	 115.186	 104.930	  -0.007	  -0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  201	 163.401	 136.251	 105.898	   0.004	  -0.014	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  202	 162.119	 134.412	 105.295	   0.004	  -0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  203	 153.223	 125.662	 104.156	   0.001	  -0.021	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  204	 142.669	 115.581	 102.887	   0.008	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  205	 137.159	 111.788	 103.508	  -0.001	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  206	 144.917	 117.524	 102.994	   0.010	   0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  207	 145.060	 117.844	 103.172	   0.003	   0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  208	 149.519	 124.641	 105.868	  -0.008	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  209	 157.175	 129.406	 104.562	   0.007	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  210	 159.172	 132.886	 106.027	   0.002	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  211	 145.079	 118.993	 104.165	   0.000	  -0.021	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  212	 139.133	 111.973	 102.209	   0.003	   0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  213	 135.117	 108.350	 101.842	   0.010	   0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  214	 145.706	 117.026	 102.002	   0.004	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  215	 143.871	 115.990	 102.389	   0.008	   0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  216	 144.260	 118.683	 104.483	  -0.007	  -0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  217	 156.935	 133.096	 107.708	   0.001	  -0.013	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  218	 158.392	 134.155	 107.566	   0.009	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  219	 150.049	 124.011	 104.961	   0.004	  -0.017	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  220	 140.067	 113.234	 102.670	   0.006	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  221	 135.437	 108.886	 102.103	   0.004	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  222	 143.924	 116.092	 102.441	   0.011	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  223	 145.425	 118.127	 103.160	   0.009	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  224	 147.812	 123.814	 106.381	  -0.004	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  225	 155.881	 130.437	 106.270	   0.009	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  226	 157.287	 132.605	 107.070	   0.013	  -0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  227	 149.035	 122.891	 104.722	   0.010	  -0.015	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  228	 138.168	 112.018	 102.963	   0.020	   0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  229	 134.897	 109.176	 102.785	   0.017	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  230	 144.400	 116.990	 102.893	   0.016	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  231	 144.590	 116.923	 102.699	   0.015	   0.013	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  232	 147.105	 122.740	 105.965	   0.005	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  233	 158.953	 131.980	 105.450	   0.014	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  234	 158.471	 131.855	 105.669	   0.023	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  235	 146.752	 121.598	 105.232	   0.015	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  236	 139.617	 113.312	 103.072	   0.014	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  237	 137.118	 111.268	 103.057	   0.016	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  238	 146.878	 118.666	 102.606	   0.016	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  239	 146.601	 118.746	 102.869	   0.013	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  240	 148.988	 124.309	 105.963	   0.008	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  241	 156.351	 131.839	 107.090	   0.009	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  242	 159.761	 134.234	 106.707	   0.012	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  243	 148.894	 121.968	 104.033	   0.007	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  244	 138.201	 112.107	 103.021	   0.012	   0.013	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  245	 137.014	 110.879	 102.776	   0.010	   0.016	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  246	 143.146	 116.640	 103.484	   0.017	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  247	 142.920	 116.441	 103.471	   0.011	   0.019	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  248	 148.087	 122.673	 105.205	   0.006	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  249	 154.333	 131.618	 108.308	   0.003	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  250	 156.481	 134.084	 108.822	   0.011	   0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  251	 152.752	 126.694	 105.335	   0.008	  -0.013	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  252	 137.101	 111.039	 102.858	   0.009	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  253	 133.415	 108.629	 103.406	   0.012	   0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  254	 140.770	 114.627	 103.414	   0.013	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  255	 142.954	 116.473	 103.474	   0.014	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  256	 149.928	 126.429	 107.095	   0.002	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  257	 158.541	 132.213	 105.910	   0.006	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  258	 159.836	 134.095	 106.547	   0.012	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  259	 146.872	 122.415	 105.852	   0.006	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  260	 135.589	 111.336	 104.284	   0.008	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  261	 133.452	 109.392	 104.104	   0.005	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  262	 139.518	 114.795	 104.495	   0.008	   0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  263	 140.404	 115.526	 104.497	   0.010	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  264	 142.072	 120.593	 107.800	  -0.002	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  265	 157.427	 133.524	 107.717	   0.001	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  266	 157.080	 133.480	 107.919	   0.006	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  267	 141.126	 116.422	 104.769	  -0.001	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  268	 135.813	 110.960	 103.760	   0.002	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  269	 134.501	 108.962	 102.885	   0.002	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  270	 143.423	 117.135	 103.722	  -0.001	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  271	 142.499	 115.775	 103.183	   0.007	   0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  272	 141.533	 117.708	 105.621	  -0.004	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  273	 161.844	 135.643	 106.440	  -0.002	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  274	 160.385	 135.115	 106.990	   0.000	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  275	 146.221	 119.911	 104.148	  -0.001	  -0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  276	 140.179	 114.903	 104.100	   0.003	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  277	 136.750	 111.882	 103.905	   0.001	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  278	 142.992	 116.579	 103.541	   0.005	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  279	 141.466	 115.752	 103.916	   0.002	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  280	 147.108	 123.164	 106.329	  -0.005	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  281	 159.143	 133.474	 106.515	  -0.009	  -0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  282	 158.298	 132.412	 106.232	  -0.002	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  283	 144.892	 118.476	 103.846	   0.001	  -0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  284	 140.650	 113.826	 102.779	   0.000	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  285	 135.109	 109.346	 102.783	  -0.003	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  286	 143.204	 116.239	 103.086	   0.001	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  287	 142.362	 115.373	 102.923	   0.000	   0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  288	 141.777	 117.551	 105.299	  -0.015	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  289	 158.580	 132.652	 106.235	  -0.011	  -0.013	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  290	 158.653	 132.907	 106.390	  -0.012	  -0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  291	 141.714	 117.752	 105.526	  -0.002	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  292	 140.762	 114.224	 103.056	  -0.007	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  293	 134.308	 109.017	 103.086	  -0.011	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  294	 144.451	 116.623	 102.534	  -0.010	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  295	 140.971	 114.420	 103.080	  -0.010	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  296	 142.025	 119.324	 106.700	  -0.023	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  297	 152.933	 129.773	 107.767	  -0.009	  -0.017	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  298	 155.356	 132.286	 108.141	  -0.009	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  299	 133.244	 112.433	 107.164	  -0.012	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  300	 137.374	 111.570	 103.145	  -0.006	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  301	 134.690	 109.657	 103.396	  -0.010	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  302	 142.550	 115.698	 103.077	  -0.004	  -0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  303	 139.172	 113.368	 103.453	  -0.008	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  304	 134.069	 112.509	 106.577	  -0.010	  -0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  305	 155.444	 128.308	 104.830	  -0.018	  -0.018	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  306	 156.737	 130.745	 105.939	  -0.019	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  307	 138.345	 116.732	 107.160	  -0.012	  -0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  308	 134.935	 109.944	 103.479	  -0.016	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  309	 131.766	 106.774	 102.912	  -0.015	  -0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  310	 140.505	 114.102	 103.135	  -0.009	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  311	 138.667	 112.487	 103.023	  -0.015	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  312	 137.600	 117.388	 108.345	  -0.015	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  313	 153.600	 127.993	 105.828	  -0.019	  -0.015	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  314	 159.280	 133.169	 106.181	  -0.020	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  315	 139.055	 117.116	 106.963	  -0.014	  -0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  316	 132.995	 108.602	 103.707	  -0.026	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  317	 132.493	 108.151	 103.667	  -0.017	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  318	 138.876	 112.921	 103.265	  -0.017	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  319	 138.352	 112.849	 103.589	  -0.023	   0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  320	 140.458	 118.259	 106.928	  -0.025	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  321	 154.233	 128.334	 105.674	  -0.018	  -0.017	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  322	 160.051	 132.735	 105.325	  -0.019	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  323	 137.781	 114.118	 105.189	  -0.007	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  324	 136.659	 110.360	 102.560	  -0.017	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  325	 135.508	 109.886	 102.987	  -0.016	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  326	 139.180	 112.682	 102.820	  -0.007	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  327	 139.450	 113.429	 103.302	  -0.015	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  328	 140.438	 118.422	 107.090	  -0.011	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  329	 155.508	 130.129	 106.274	  -0.014	  -0.019	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  330	 154.345	 130.571	 107.438	  -0.016	  -0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  331	 134.850	 114.007	 107.370	  -0.014	  -0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  332	 134.541	 110.236	 104.057	  -0.009	  -0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  333	 130.513	 106.319	 103.458	  -0.010	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  334	 138.066	 112.995	 103.938	  -0.009	  -0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  335	 135.773	 110.267	 103.143	  -0.008	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  336	 135.668	 115.478	 108.099	  -0.015	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  337	 153.326	 129.944	 107.633	  -0.009	  -0.017	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  338	 152.356	 131.062	 109.249	  -0.012	  -0.016	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  339	 135.069	 114.285	 107.458	  -0.004	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  340	 134.665	 110.544	 104.252	  -0.005	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  341	 132.873	 109.215	 104.388	  -0.006	  -0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  342	 138.245	 113.460	 104.231	   0.000	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  343	 137.845	 113.569	 104.634	  -0.003	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  344	 135.344	 115.174	 108.074	  -0.013	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  345	 156.185	 130.554	 106.159	  -0.009	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  346	 158.041	 133.170	 107.014	  -0.003	  -0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  347	 139.969	 116.060	 105.306	   0.006	  -0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  348	 137.026	 111.256	 103.115	  -0.003	   0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  349	 135.181	 109.871	 103.222	  -0.003	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  350	 142.428	 115.535	 103.021	  -0.005	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  351	 138.662	 113.108	 103.595	   0.001	   0.001	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  352	 140.032	 116.280	 105.459	  -0.024	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  353	 159.648	 133.163	 105.932	   0.002	  -0.010	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  354	 160.831	 134.372	 106.107	   0.000	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  355	 143.036	 117.162	 104.027	   0.001	  -0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  356	 142.441	 115.478	 102.960	   0.003	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  357	 139.053	 111.942	 102.239	   0.004	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  358	 143.704	 116.527	 102.982	   0.003	   0.003	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  359	 140.398	 113.835	 102.972	   0.004	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  360	 141.458	 117.131	 105.160	  -0.005	   0.000	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  361	 160.693	 133.903	 105.827	   0.001	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  362	 160.164	 134.162	 106.382	   0.001	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  363	 147.288	 119.992	 103.464	  -0.001	  -0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  364	 141.878	 115.652	 103.524	   0.007	   0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  365	 135.750	 110.434	 103.315	   0.001	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  366	 144.800	 118.118	 103.598	   0.006	   0.007	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  367	 143.943	 117.381	 103.564	   0.004	   0.009	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  368	 144.776	 120.553	 105.751	  -0.007	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  369	 154.112	 129.678	 106.865	  -0.003	  -0.002	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  370	 158.350	 133.674	 107.209	   0.001	  -0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  371	 145.425	 119.627	 104.471	   0.003	  -0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  372	 136.772	 111.786	 103.800	   0.002	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  373	 132.818	 107.690	 102.973	   0.003	   0.005	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  374	 141.615	 115.663	 103.726	   0.004	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  375	 140.929	 114.782	 103.437	   0.006	   0.013	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  376	 140.596	 117.590	 106.219	  -0.009	   0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  377	 153.610	 130.337	 107.759	   0.018	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  378	 154.373	 133.352	 109.707	   0.005	  -0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  379	 147.299	 122.993	 106.044	   0.017	  -0.011	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:Q1	  380	 132.941	 109.944	 105.030	   0.012	   0.006	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
      1:Q1	  381	 131.494	 108.480	 104.773	   0.013	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      3	              GOOD		
      1:Q1	  382	 140.407	 115.732	 104.681	   0.018	   0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      4	              GOOD		
      1:Q1	  383	 137.847	 114.152	 105.169	   0.015	   0.019	C:\Kohyoung\Job\5000-001432.mdb		1	      5	              GOOD		
      1:Q1	  384	 139.113	 118.418	 108.107	   0.000	   0.012	C:\Kohyoung\Job\5000-001432.mdb		1	      6	              GOOD		
      1:D1	  385	 154.492	 129.875	 106.763	   0.007	  -0.004	C:\Kohyoung\Job\5000-001432.mdb		1	      1	              GOOD		
      1:D1	  386	 158.463	 134.308	 107.641	   0.011	  -0.008	C:\Kohyoung\Job\5000-001432.mdb		1	      2	              GOOD		
